Name,Title,Cost,EntryCost,Description,MOD,RO,RP-0,CATEGORY,INFO,TECHNOLOGY,YEAR,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,SAME,PLACEMENT NOTES,COST NOTES,DATE COSTED,ECM'S,IDENTICAL,Avion,DecA,DecB,EngLqdPF,EngLqdTurb,EngSolid,Haibt,Human,Instrum,Nuke,Reentry,Toxic,Decoup,Hydro,Balloon,SM,NonReentry,Unpress,Tank Type,Diameter,Length
ca_fom_drogue,CAE-PD7 Fomalhaut Drogue Parachute,500,2000,"Some Fomalhaut atmospheric entry profiles call for earlier and/or more gentle braking. For those, we've designed this massive and resilient drogue chute. Warning: This chute is not rated for low touch-down velocities. Prepare for harsh, bumpy landings (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,,Parachute,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_fom_heatS,CAE-HS100 Fomalhaut Heat Shield,580,1200,This is the bottom piece of the Fomalhaut spherical atmospheric entry shell. It is coated with a very heat-resistant ablative material to keep the stuff inside from getting cooked. (PART NOT SUPPORTED BY RP-0 OR RO),Coatl Aerospace,No,No,,Heat Shield,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_fom_lander,CAE-L165 'Fomalhaut' Lander Probe,780,5600,"The CAE Planetary Science Division has produced this rugged 'metal tank', and crammed it with batteries, radiation lining, a thermometer, a camera to image the landing site, and an antenna wrapped around the top. It is designed to survive rough landings in extreme environments (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,AVIONICS,Probe,advancedAvionics,1975,06-STATION,Yes,false,Venera 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_fom_parachute,CAE-P16 Fomalhaut Parachute,500,2000,This part is the top cover of the Fomalhaut atmospheric entry capsule. This parachute attaches directly to the Fomalhaut lander for deployment after re-entry. It does so successfully most of the time. (PART NOT SUPPORTED BY RP-0 OR RO),Coatl Aerospace,No,No,EDL,Parachute,advancedUncrewedLanding,1975,06-STATION,Yes,false,Venera 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_fom_sp,CAE-E175 Fomalhaut Solar Panel,50,900,A small and basic solar panel angled for mounting on the Fomalhaut lander collar to provide electric recharge of the batteries (PART NOT SUPPORTED BY RP-0 OR RO),Coatl Aerospace,No,No,,Solar,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_gravioli,CA-SC104 Gravity Gradiometer,8800,12200,The SC104 gravity gradiometer is used to measure the acceleration due to gravity of a planetary body. By measuring the gravity gradient several indirect observations about the subsurface synthesis and morphology can be made.,Coatl Aerospace,Yes,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_GRS,CA-SCGRS Gamma Ray Spectrometer,1100,3200,The Gamma Ray Spectrometer measures the gamma ray energy generated from the planetary surfaces when these are bombarded by cosmic rays. By measuring the gamma ray energy we can determine the elemental synthesis and concentration of the soil.,Coatl Aerospace,Yes,No,SCIENCE,,advancedScience,2005,09-INTL,Yes,false,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_H2RS,CA-H2RS High-Resolution Radar System,25000,45000,This High-Resolution Radar System uses its 6 antennas mounted in 3 booms to create very accurate radar scans. The system is very sensitive and can track direction and speed of object in the surface. It was designed to both track the speed of vehicles moving between KSC buildings (For speeding tickets) and to justify yet another satellite launch. Win-win (PART NOT SUPPORTED BY RP-0 OR RO),Coatl Aerospace,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_HOLA,CA-HOLA Laser Altimeter,3500,10000,"Since KSC pilots kept crashing into mountains to the West, we were asked to help. We developed an instrument to lower their altitude by shooting lasers at their peaks from orbit. That failed completely, but we discovered that the laser bounced back at different time intervals depending on the altitude, thus the High-Power Orbital Lazer Altimeter was born (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_jib,Generic 0.5 kN Thruster,30,600,A generic mono/bipropellant rocket motor. Can be configured within a great range of propellants. Plume configured by RealPlume.,Coatl Aerospace,Yes,Yes,RCS,RCS Engine,earlyFlightControl,1959,02-SAT,,true,,,,,,Same costs as other 0.5 kN engine,5/19/2017,,"ca_jib,microEngineex1sat",,,,X,,,,,,,,,,,,,,,,,
ca_KLIR,CA-THEMIS Infrared Spectrometer,1000,6000,"The THEMIS (Thermal Emission Imaging System) is used to measure the thermal emissions of the planetary bodies, calculate the surface temperature or even map small details of surface features. The spectrometer can also measure the wavelength of IR emissions to detect certain minerals in the soil.",Coatl Aerospace,Yes,No,SCIENCE,,advancedScience,2001,09-INTL,Yes,false,Odyssey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_lahar,R-40 Series,220,300,"A bipropellant rocket motor burning either MMH and MON3 (R-40A/B and R-42) or Hydrazine and MON3 (R-42DM). Used for attitude control, orbital insertion or as an apogee motor. Plume configured by RealPlume.",Coatl Aerospace,Yes,No,RCS,,largeSpaceplaneControl,1981,07-SPCPLANES,,false,Shuttle,R40,,,,,,,"ca_lahar,R_40B_4kN",,,,,,,,,,,,,,,,,,,,,
ca_landv_battery,Surveyor Battery Pack,65,600,The main battery pack of the Surveyor lunar lander. Capacity: <color=orange>3650</color> Wh.,Coatl Aerospace,Yes,Yes,POWER,Battery,improvedPower,1966,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_landv_cam_s1,Surveyor Landing Survey Camera,1850,5500,The main survey television camera of the Surveyor lander. The integrated mirror can be rotated by 360 degrees to create panoramas of the landing site.,Coatl Aerospace,Yes,Yes,SCIENCE,Surveyor Camera,scienceAdvCapsules,1966,04-ADV,Yes,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_landv_core,Surveyor Core,4000,80000,"The main assembly of the Surveyor lander. Includes a set of landing legs, attitude control system and propellant for its 3 vernier engines (sold separately). A solid fueled retro-motor is required for normal landing operations.",Coatl Aerospace,Yes,Yes,AVIONICS,Probe,matureAvionics,1966,04-ADV,,true,Surveyor,,,,,,,,"ca_landv_core,probeCoreOcto",,,,,,,,,,,,,,,,,,,,,
ca_landv_hga,Surveyor Planar Antenna and Solar Array,220,4400,The planar high gain antenna and solar array for the Surveyor lander.,Coatl Aerospace,Yes,Yes,COMMS,Dish,improvedComms,1966,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_landv_omni,Surveyor Omni Antenna,150,400,The omnidirectional low gain antenna for the Surveyor lander. Can serve as a backup for the main planar antenna.,Coatl Aerospace,Yes,Yes,COMMS,Omni,improvedComms,1966,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_landv_soilScoop,Surveyor Soil Mechanics Surface Sampler,1080,4800,"The soil mechanics surface sampler is an instrument designed to test the physical properties of the topsoil (density, porosity, resistivity) and to expose subsoil material for photography.",Coatl Aerospace,Yes,Yes,SCIENCE,Surveyor Scoop,scienceAdvCapsules,1966,04-ADV,Yes,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_landv_srm,STAR 37,180,3600,"The STAR 37 is a vacuum solid rocket motor, originally developed for the Surveyor lunar lander program as a braking stage. Later variants were used exclusively as apogee kick stages. Diameter: 0.93 m. Plume configured by RealPlume.",Coatl Aerospace,Yes,Yes,SOLID,,solids1966,1966,04-ADV,,true,Star 37,Star-37,,,,,,STAR-37,"KK_ATK_Star37FM,ca_landv_srm,bluedog_star37,RO-STAR-37",,,,,,X,,,,,,,,,,,,,,,
ca_landv_vernier,TD-339,30,600,"The Vernier System as used on the Surveyor Probes. Uses storable hypergolic propellants, has infinite restarts and is not subject to ullage. Throttleable down to 30%. Historically 3 of them were used on the Surveyor probes which landed on the Moon. Diameter: [0.13 m]. Plume configured by RealPlume.",Coatl Aerospace,Yes,Yes,RCS,,earlyDocking,1966,04-ADV,,false,Surveyor,TD339,,,,,,,"ca_landv_vernier,TD339,rn_surveyor_s_engine,RO-SurveyorVernier",,,,,,,,,,,,,,,,,,,,,
ca_linkor,Fregat-M Upper Stage,950,4500,"The Fregat is an upper stage used on the Soyuz and Zenit launch vehicles for injecting/placing payloads into low, medium or high energy orbits. It originated as a propulsion module for the Soviet Luna and Mars missions and later modified to serve as a standalone upper stage. Versions include the original Fregat, the Fregat-M with increased propellant loading and extended S5.92 nozzle, the Fregat-MT with additional propellant tanks and the Fregat-SB designed specifically for the Zenit launch vehicle family (featuring an auxiliary drop tank). Plume configured by RealPlume.",Coatl Aerospace,Yes,No,ORBITAL,,orbitalRocketry1998,2000,09-INTL,,false,Fregat-M,S5_92,,,,,,S5.92-BT,,,,,,,,,,,,,,,,,,,,,,
ca_louver_m,CA-TCL8 Thermal Control Louver,60,1000,Thermal Control Louvers are heat control systems that can expel heat by exposing cooling fins and a radiator. Toggle the vents open to release heat from the spacecraft. This system has double the height and performance of the TCL4-B for better cooling. Rated heat rejection capability 100 Watts.,Coatl Aerospace,Yes,No,POWER,Radiator,spaceStationSolarPanels,1972,06-STATION,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_louver_s,CA-TCL4 Thermal Control Louver,30,600,Thermal Control Louvers are heat control systems that can expel heat by exposing cooling fins and a radiator. Toggle the vents open to release heat from the spacecraft. This is the standard size system with a rated heat rejection capability of 40 Watts.,Coatl Aerospace,Yes,No,POWER,Radiator,improvedPower,1964,04-ADV,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_louver_s2,CA-TCL4-B Thermal Control Louver,30,600,"Thermal Control Louvers are heat control systems that can expel heat by exposing cooling fins and a radiator. Toggle the vents open to release heat from the spacecraft. This is an alternate, longer version of the TCL4, with a rated heat rejection capability of 50 Watts.",Coatl Aerospace,Yes,No,POWER,Radiator,lunarRatedPower,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_LUV,CA-IUVS Imaging Ultraviolet Spectrometer,2900,6500,"IUVS (Imaging Ultraviolet Spectrometer) images the lower part of the UV spectrum. By doing so it can measure the global characteristics of the upper atmospheric and ionospheric layers, providing information about the synthesis, the morphology and the interactions between the solar wind and the atmosphere.",Coatl Aerospace,Yes,No,SCIENCE,UV Imaging,scienceAdvCapsules,1964,04-ADV,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_magneto2,Triaxial Helium Vector Magnetometer,1000,3000,The magnetometer instruments are used to determine the magnitude and direction of planetary magnetic fields The long boom separates these instruments from any interference caused by magnetic elements in the probe.,Coatl Aerospace,Yes,No,SCIENCE,Magnetometer,scienceHuman,1961,03-HUMAN,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_RM01,CAE-RM01 RCS Thruster Block,400,2800,An RCS thruster block for attitude control of upper stages or medium - sized spacecraft.,Coatl Aerospace,Yes,No,RCS,RCS,stabilityRP0,1961,03-HUMAN,,false,,,,,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,,,,
ca_RM02,CAE-RM02 RCS Thruster Block,400,2800,A modified RM01 RCS Module with its nozzles facing in opposite directions, meant for rotational control. The elongated nozzles are the same featured in our Linkor Service Module and are very efficient in a vacuum. (PART NOT SUPPORTED BY RP-0 OR RO),Coatl Aerospace,No,No,RCS,RCS,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_RM03,CAE-RM03 RCS Thruster Block,400,2800,An RCS thruster block for attitude control of upper stages or medium - sized spacecraft.,Coatl Aerospace,Yes,No,RCS,RCS,improvedFlightControl,1963,03-HUMAN,,false,,,,,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,,,,
ca_RM04,CAE-RM04 RCS Thruster Block,400,2800,An RCS thruster block for attitude control of upper stages or medium - sized spacecraft.,Coatl Aerospace,Yes,No,RCS,RCS,earlyDocking,1965,04-ADV,,false,,,,,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,,,,
ca_RPWS,CA-RPWS Radio and Plasma Wave Science,500,10000,"The Radio and Plasma Wave Science (RPWS) uses sensitive wideband electric/magnetic monopole and dipole antennae to receive low frequency radio transmissions caused by trapped charged particles (cyclotron waves), electrostatic discharges and whistlers (lighting) and thermal plasma. All these sources can be used to analyze the spectrum and type of the plasma, the electron density and distribution of the magnetospheres and the various lighting effects on the lower atmospheric layers.",Coatl Aerospace,Yes,Yes,SCIENCE,RPWS,scienceHuman,1961,03-HUMAN,Yes,true,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
ca_rs01,CA-RS01 RCS Thruster Block,620,3400,This small RCS system provides directional thrust in a very compact package.,Coatl Aerospace,Yes,No,RCS,RCS,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_rs04,CA-RS04 RCS Thruster Block,620,3400,This four-nozzle RCS block is designed to compliment attitude control systems in small spacecraft.,Coatl Aerospace,Yes,No,RCS,RCS,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_rst,CA-RST RCS Thruster Block,620,3400,"This compact thruster block uses a single nozzle as a directional RCS or all three as a throttleable rocket engine. Plume configured by RealPlume. (PART NOT SUPPORTED BY RP-0, RO IN PROGRESS)",Coatl Aerospace,Yes,No,RCS,RCS,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_rtg2000,Pioneer SNAP-19 RTG,11917,119170,The SNAP-19 radioisotope thermoelectric generator as found on the Pioneer spacecraft. Developed by the Atomic Energy Commission (AEC).,Coatl Aerospace,Yes,Yes,NUCLEAR,RTG,improvedRTG,1972,06-STATION,,true,Pioneer 10,,,,,,,"50000,RTGlevel3",,,,,,,,,,,X,,,,,,,,,,,
ca_rtg3900,Voyager MHW-RTG,12544,125440,The Multihundred-Watt radioisotope thermoelectric generator (MHW-RTG) as found on the Voyager spacecraft.,Coatl Aerospace,Yes,Yes,NUCLEAR,RTG,multihundredWattRTG,1977,06-STATION,,true,Voyager,,,,,,,"50000,RTGlevel4",,,,,,,,,,,X,,,,,,,,,,,
ca_rtg8200,GPHS-RTG,13205,132050,The General-Purpose Heat Source radioisotope thermoelectric generator as found on the Ulysses and the New Horizons spacecrafts.,Coatl Aerospace,Yes,Yes,NUCLEAR,RTG,gphsRTG,1985,07-SPCPLANES,,true,"Ulysses, New Horizons",,,,,,,"50000,RTGlevel5","ca_rtg8200,SXTDepolyRTGI,SXTDepolyRTGII",,,,,,,,,,X,,,,,,,,,,,
ca_rw_large,RW-4A Radial Reaction Wheel Assembly,200,2000,This reaction wheel assembly combines three RW4 high performance reaction wheels for larger spacecraft that require precision attitude control.,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_rw_medium,RW-2A Radial Reaction Wheel Assembly,150,1000,This reaction wheel assembly combines two RW4 high performance reaction wheels for medium size spacecraft that require precision attitude control.,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,advancedFlightControl,1967,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_rw_small,RW4 Radial Reaction Wheel,60,400,High performance reaction wheels for precision spacecraft attitude control.,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,improvedFlightControl,1963,03-HUMAN,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_rw_xsmall,RW1 Radial Reaction Wheel,90,1300,High performance reaction wheels for precision spacecraft attitude control.,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,improvedFlightControl,1963,03-HUMAN,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_sciBoom,Voyager Science Boom,4200,12000,"The science boom of the Voyager deep space probe. The boom mounts Narrow and Wide field cameras for orbital survey images, as well as an Infrared and an Ultraviolet spectrometer. NOTE: Deploy the boom to keep experiments away from electromagnetic interference and radiation.",Coatl Aerospace,Yes,No,SCIENCE,,deepSpaceScience,1977,06-STATION,Yes,false,Voyager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_startrack,CA-ACS 'StarTrack' Attitude Control System,1000,4000,A highly sensitive star tracker. By measuring the angle between different stars and comparing them with the stored database it provides attitude control information to the spacecraft.,Coatl Aerospace,Yes,No,RCS,RCS,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_SWIS,CA-SWIA Solar Wind Analyzer,8800,14000,The Solar Wind Analyzer (SWIA) instrument is designed specifically to detect and measure solar wind electron/ion velocity and density.,Coatl Aerospace,Yes,No,SCIENCE,,advancedScience,2006,09-INTL,Yes,false,"MAVEN, New Horizons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_tank_lfo_m,CA-LT80 Propellant Tank (Pressurized),1,4500,A generic inline high pressure propellant tank for use on medium - sized spacecraft.,Coatl Aerospace,Yes,No,MATERIALS,Fuel Tank,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_tank_mp_m,CA-MT170 Propellant Tank (Pressurized),1,6300,A generic inline high pressure propellant tank for use on medium - sized spacecraft.,Coatl Aerospace,Yes,No,MATERIALS,Fuel Tank,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_tank_mp_s,CA-MT10 Propellant Tank (Pressurized),1,20,A generic radially attached high pressure propellant tank for use on upper stages or small - sized spacecraft.,Coatl Aerospace,Yes,No,MATERIALS,Fuel Tank,materialsScienceSatellite,1956,02-SAT,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_telescope_a,CA-HiRISE Telescope,500,10000,The High Resolution Imaging Science Experiment (HiRISE) is a Cassegrain - type visible spectrum telescope and one of the biggest to ever fly in a deep space probe. With it's high resolution capability it can acquire high definition color surface images.,Coatl Aerospace,Yes,Yes,SCIENCE,Telescope,advancedScience,2005,09-INTL,Yes,false,MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_thermometer,CA-SC100 Infrared Radiometer,900,2200,"The SC100 radiometer measures the infrared radiant flux, providing information about the atmospheric and/or the surface soil temperature.",Coatl Aerospace,Yes,No,SCIENCE,,unlockParts,,00-START,Yes,false,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
ca_torekka_truss,CA-T2A-R33 Torekka Truss Adapter,30,300,"This structural attaches to the bottom of the Torekka bus to safely and securely attach its propulsion module. Our engineers have included a Shunt Radiator which doubles as a... and let us tell you, we know shunting, we have the best shunting; you're going to love it. Now, where were we? (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_torekkaPM,Voyager Propulsion Module,180,3600,The Voyager Propulsion Module is powered by a modified version of the STAR-37E solid rocket motor. It includes a Reaction Control System (RCS) for controlling the attitude of the Voyager stack for the duration of the SRM injection burn. Attach it to the bottom of the Voyager truss adapter.,Coatl Aerospace,Yes,Yes,SOLID,,solids1976,1977,06-STATION,,true,Voyager,Star-37E,,,,,,STAR-37E,,,,,,,X,,,,,,,,,,,,,,,
ca_trident,Bi-Propellant Apogee Engine,150,3000,A cluster of three 400N Bi-Propellant Apogee Motors. Designed for apogee orbit injection of geostationary satellites and for trajectory and planetary orbit maneuvers of deep space probes. Plume configured by RealPlume.,Coatl Aerospace,Yes,Yes,RCS,SM Engine,spaceStationControl,1977,06-STATION,,true,,INTERNAL,,,,Multiplied 3x500N thrusters,5/19/2017,,,,,,X,,,,,,,,,,,,,,,,,
ca_TRIXIE,CA-TRIXIE Multi-spectral Imager,9000,20000,"TRIXIE pairs two camera assemblies to image and scan multiple light wavelengths from Ultraviolet to Near-Infrared. This provides a good way to determine surface features and biomes from orbit. The principal designer, Dr. Ed Kerman, did not include what the heck the acronym stands for. There is an optional cover which you can toggle from the right-click menu (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,,,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca_vor_camera,CAE-SC-VIS Vorona Imaging System,4700,12000,"The VIS assembly mounts a complete orbital imaging package comprised of a UV spectrometer for atmospheric analysis, IR spectrometer for surface analysis, and a compact low-res Telescope camera for pretty pictures in the visual range. There are two mounting options: 30 degrees for use with Vorona, and 90 degrees for use with other designs and surfaces. Toggle with the right-click menu. (PART NOT SUPPORTED BY RP-0 OR RO)",Coatl Aerospace,No,No,,Camera,#N/A,,00-START,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
