Name,Title,Description,Cost,EntryCost,MOD,RO,RP-0,CATEGORY,INFO,Year,Tech,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECM'S,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,"""Reentry""","""Toxic""",Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
ca_fom_lander,CAE-L165 'Fomalhaut' Lander Probe,"The CAE Planetary Science Division has produced this rugged 'metal tank', and crammed it with batteries, radiation lining, a thermometer, a camera to image the landing site, and an antenna wrapped around the top. It is designed to survive rough landings in extreme environments (PART NOT SUPPORTED BY RP-0 OR RO)",1000,5000,Coatl Aerospace,Yes,Yes,AVIONICS,Probe,1975,advancedAvionics,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_rtg3900,Voyager MHW-RTG,The Multihundred-Watt radioisotope thermoelectric generator (MHW-RTG) as found on the Voyager spacecraft.,12544,125440,Coatl Aerospace,Yes,Yes,NUCLEAR,RTG,1977,multihundredWattRTG,06-STATION,,true,Voyager,,,"50000,RTGlevel4",,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
ca_fom_parachute,CAE-P16 Fomalhaut Parachute,This part is the top cover of the Fomalhaut atmospheric entry capsule. This parachute attaches directly to the Fomalhaut lander for deployment after re-entry. It does so successfully most of the time. (PART NOT SUPPORTED BY RP-0 OR RO),500,2000,Coatl Aerospace,Yes,Yes,EDL,Parachute,1975,advancedUncrewedLanding,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_telescope_a,CA-HiRISE Telescope,The High Resolution Imaging Science Experiment (HiRISE) is a Cassegrain - type visible spectrum telescope and one of the biggest to ever fly in a deep space probe. With it's high resolution capability it can acquire high definition color surface images.,500,10000,Coatl Aerospace,Yes,Yes,SCIENCE,Telescope,2005,advancedScience,09-INTL,Yes,false,MRO,,,,,,,,,,,,,,,,,,,,,,
ca_vor_comm,CAE-A03 Vorona Communication Array,"Vorona's Comm Array mounts dual conic antennae for short range, low-gain communication. The system also has a mount for a high-gain dish, designed for the Vorona CAE-102 dish (Sold separately). (PART NOT SUPPORTED BY RP-0 OR RO)",300,1000,Coatl Aerospace,Yes,Yes,COMMS,Antenna,1975,deepSpaceComms,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_vor_core,CAE-200 'Vorona',"The Vorona probe system is designed to work in tandem with a Fomalhaut lander to conduct simultaneous orbital/surface science. It packs batteries, avionics, and monopropellant in a very rugged case. (PART NOT SUPPORTED BY RP-0 OR RO)",2000,3000,Coatl Aerospace,No,Yes,AVIONICS,Probe,1975,advancedAvionics,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
sp_express_b,Mars Express Solar Array Wing (SAW),A solar array wing used on the Mars Express spacecraft. 5.76 m2.,1000,8900,Coatl Aerospace,Yes,No,POWER,Solar,2003,advancedPower,09-INTL,,false,Mars Express,,,,,,,,,,,,,,,,,,,,,,
ca_GRS,CA-SCGRS Gamma Ray Spectrometer,The Gamma Ray Spectrometer measures the gamma ray energy generated from the planetary surfaces when these are bombarded by cosmic rays. By measuring the gamma ray energy we can determine the elemental synthesis and concentration of the soil.,1100,3200,Coatl Aerospace,Yes,No,SCIENCE,,2005,advancedScience,09-INTL,Yes,false,MRO,,,,,,,,,,,,,,,,,,,,,,
ca_fom_drogue,CAE-PD7 Fomalhaut Drogue Parachute,"Some Fomalhaut atmospheric entry profiles call for earlier and/or more gentle braking. For those, we've designed this massive and resilient drogue chute. Warning: This chute is not rated for low touch-down velocities. Prepare for harsh, bumpy landings (PART NOT SUPPORTED BY RP-0 OR RO)",500,2000,Coatl Aerospace,Yes,Yes,EDL,Parachute,1975,advancedUncrewedLanding,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_landv_core,Surveyor Core,"The main assembly of the Surveyor lander. Includes a set of landing legs, attitude control system and propellant for its 3 vernier engines (sold separately). A solid fueled retro-motor is required for normal landing operations.",4000,80000,Coatl Aerospace,Yes,Yes,AVIONICS,Probe,1966,matureAvionics,04-ADV,,true,Surveyor,,,,Surveyor,,,,,,,,,,,,,,,,,,
ca_battery_m,CA-100i Battery,A 170 Wh capacity battery.,80,800,Coatl Aerospace,Yes,Yes,POWER,Battery,1952,avionicsPrototypes,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
ca_louver_m,CA-TCL8 Thermal Control Louver,Thermal Control Louvers are heat control systems that can expel heat by exposing cooling fins and a radiator. Toggle the vents open to release heat from the spacecraft. This system has double the height and performance of the TCL4-B for better cooling. Rated heat rejection capability 100 Watts.,60,1000,Coatl Aerospace,Yes,No,POWER,Radiator,1972,spaceStationSolarPanels,06-STATION,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_vor_engine,KTDU-425A,"A gas generator hypergolic vacuum engine designed for use in the 3MV, 4MV and 5MV spacecraft buses of the Mars and Venera probes.",400,3000,Coatl Aerospace,Yes,Yes,ORBITAL,SM Engine,1975,orbitalRocketry1972,06-STATION,,true,Venera 9,INTERNAL,,,,,,,,,,,,,,,,,,,,,
ca_battery_s,CA-25i Battery,A 85 Wh capacity battery. Low profile for easier placement.,25,200,Coatl Aerospace,Yes,Yes,POWER,Battery,1952,avionicsPrototypes,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
ca_battery_l,CA-300i Battery,A 500 Wh capacity battery.,240,2400,Coatl Aerospace,Yes,Yes,POWER,Battery,1952,avionicsPrototypes,01-PW,,true,,,,,,,,,,,,,,,,,,,,,,,
ca_DUSTX,CA-DUST-X Cosmic Dust Counter,"The DUST-X is an instrument that collects dust particles and provides information about their size, speed and direction.",3500,9300,Coatl Aerospace,Yes,No,SCIENCE,Dust Counter,2006,advancedScience,09-INTL,Yes,false,New Horizons,,,,,,,,,,,,,,,,,,,,,,
ca_landv_vernier,TD-339,"The Vernier System as used on the Surveyor Probes. Uses storable hypergolic propellants, has infinite restarts and is not subject to ullage. Throttleable down to 30%. Historically 3 of them were used on the Surveyor probes which landed on the Moon. Diameter: [0.13 m]. Plume configured by RealPlume.",30,600,Coatl Aerospace,Yes,Yes,RCS,,1966,earlyDocking,04-ADV,,false,Surveyor,TD339,,,TD-339,,,,,,,,,,,,,,,,,,
dish_deploy_S,CA-A10 Folding Dish Antenna,The CA-A10 provides the advantages of a dish antenna without cluttering the front of your spacecraft. Electric servos fold the dish close to the hull during launch.,500,1500,Coatl Aerospace,Yes,No,COMMS,Dish,1967,advancedComms,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_linkor,Fregat-M Upper Stage,"The Fregat is an upper stage used on the Soyuz and Zenit launch vehicles for injecting/placing payloads into low, medium or high energy orbits. It originated as a propulsion module for the Soviet Luna and Mars missions and later modified to serve as a standalone upper stage. Versions include the original Fregat, the Fregat-M with increased propellant loading and extended S5.92 nozzle, the Fregat-MT with additional propellant tanks and the Fregat-SB designed specifically for the Zenit launch vehicle family (featuring an auxiliary drop tank). Plume configured by RealPlume.",950,4500,Coatl Aerospace,Yes,No,ORBITAL,,2000,orbitalRocketry1998,09-INTL,,false,Fregat-M,S5_92,,S5.92-BT,,,,,,,,,,,,,,,,,,,
sp_odyssey_b,CA-E200B 1x2 Solar Panel,"An alternate photovoltaic system with vastly improved clearance, based on our award-winning E200 Series. 5.46 m2.",380,4000,Coatl Aerospace,Yes,No,POWER,Solar,2001,advancedPower,09-INTL,,false,Odyssey,,,,,,,,,,,,,,,,,,,,,,
antenna_tv,CA-A01 Ground Plane Antenna,A simple omnidirectional antenna for telemetry purposes.,280,240,Coatl Aerospace,Yes,No,COMMS,Omni,1956,earlyAvionics,02-SAT,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_KLIR,CA-THEMIS Infrared Spectrometer,"The THEMIS (Thermal Emission Imaging System) is used to measure the thermal emissions of the planetary bodies, calculate the surface temperature or even map small details of surface features. The spectrometer can also measure the wavelength of IR emissions to detect certain minerals in the soil.",1000,6000,Coatl Aerospace,Yes,No,SCIENCE,,2001,advancedScience,09-INTL,Yes,false,Odyssey,,,,,,,,,,,,,,,,,,,,,,
sp_odyssey_a,Mars Odyssey Solar Array Wing (SAW),A very efficient Gallium Arsenide (GaAs) photovoltaic array with an eccentric pivot point to minimize it's stowed footprint. 5.88 m2,410,4300,Coatl Aerospace,Yes,No,POWER,Solar,2001,advancedPower,09-INTL,,false,Odyssey,,,,,,,,,,,,,,,,,,,,,,
dish_S,Ulysses Parabolic Antenna,The main parabolic telecommunications antenna of the Ulysses spacecraft.,500,2200,Coatl Aerospace,Yes,No,COMMS,Dish,1990,massiveScaleComms,08-LONGTERM,,false,Ulysses,,,,,,,,,,,,,,,,,,,,,,
ca_landv_srm,STAR 37,"The STAR 37 is a vacuum solid rocket motor, originally developed for the Surveyor lunar lander program as a braking stage. Later variants were used exclusively as apogee kick stages. Diameter: 0.93 m. Plume configured by RealPlume.",180,3600,Coatl Aerospace,Yes,Yes,SOLID,,1966,solids1966,04-ADV,,true,Star 37,Star-37,,STAR-37,Star-37,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
ca_tank_mp_s,CA-MT10 Propellant Tank (Pressurized),A generic radially attached high pressure propellant tank for use on upper stages or small - sized spacecraft.,1,20,Coatl Aerospace,Yes,No,MATERIALS,Fuel Tank,1956,materialsScienceSatellite,02-SAT,,true,,,,,,,,,,,,,,,,,,,,,,,
ca_louver_s2,CA-TCL4-B Thermal Control Louver,"Thermal Control Louvers are heat control systems that can expel heat by exposing cooling fins and a radiator. Toggle the vents open to release heat from the spacecraft. This is an alternate, longer version of the TCL4, with a rated heat rejection capability of 50 Watts.",30,600,Coatl Aerospace,Yes,No,POWER,Radiator,1967,lunarRatedPower,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
barquetta,SSTL-150 Satellite Bus,A generic satellite bus for mini satellites and probes.,400,4200,Coatl Aerospace,Yes,No,AVIONICS,Probe,2005,internationalAvionics,09-INTL,,false,SSTL-150,,,,,,,,,,,,,,,,,,,,,,
tatsujin,LM-DS Generic Spacecraft Bus,"A general purpose spacecraft bus. Example uses include the Mars Reconnaissance Orbiter (MRO), the Mars Atmosphere and Volatile EvolutioN (MAVEN), and the OSIRIS-REx missions.",2705,51389,Coatl Aerospace,Yes,Yes,AVIONICS,Probe,2005,internationalAvionics,09-INTL,,true,"MRO, MAVEN, OSIRIS-REX",,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
ca_trident,Bi-Propellant Apogee Engine,A cluster of three 400N Bi-Propellant Apogee Motors. Designed for apogee orbit injection of geostationary satellites and for trajectory and planetary orbit maneuvers of deep space probes. Plume configured by RealPlume.,150,3000,Coatl Aerospace,Yes,Yes,RCS,SM Engine,1977,spaceStationControl,06-STATION,,true,,INTERNAL,,,,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
ca_landv_hga,Surveyor Planar Antenna and Solar Array,The planar high gain antenna and solar array for the Surveyor lander.,220,4400,Coatl Aerospace,Yes,Yes,COMMS,Dish,1966,improvedComms,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,
ca_landv_battery,Surveyor Battery Pack,The main battery pack of the Surveyor lunar lander. Capacity: <color=orange>3650</color> Wh.,65,600,Coatl Aerospace,Yes,Yes,POWER,Battery,1966,improvedPower,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,
ca_sciBoom,Voyager Science Boom,"The science boom of the Voyager deep space probe. The boom mounts Narrow and Wide field cameras for orbital survey images, as well as an Infrared and an Ultraviolet spectrometer. NOTE: Deploy the boom to keep experiments away from electromagnetic interference and radiation.",4200,12000,Coatl Aerospace,Yes,No,SCIENCE,,1977,deepSpaceScience,06-STATION,Yes,false,Voyager,,,,,,,,,,,,,,,,,,,,,,
dish_quetzal,Pioneer 10 & 11 Parabolic Antenna,The main parabolic telecommunications antenna of the Pioneer spacecraft.,670,4200,Coatl Aerospace,Yes,No,COMMS,Dish,1972,deepSpaceComms,06-STATION,,false,Pioneer 10,,,,,,,,,,,,,,,,,,,,,,
ca_DUSTC,CA-DUST-C Dust Sample Collector,The DUST-C array features an aerogel - coated collector for trapping the dust particles to return them to Earth for analysis. NOTE: heat shield and parachutes are not included.,1200,7200,Coatl Aerospace,Yes,No,SCIENCE,Dust Sample,1999,advancedScience,09-INTL,Yes,false,Stardust,,,,,,,,,,,,,,,,,,,,,,
torekka,Voyager Core,Avionics and control unit for the Voyager deep space probes.,650,4000,Coatl Aerospace,Yes,No,AVIONICS,Probe,1977,advancedAvionics,06-STATION,,false,Voyager,,,,,,,,,,,,,,,,,,,,,,
ca_landv_omni,Surveyor Omni Antenna,The omnidirectional low gain antenna for the Surveyor lander. Can serve as a backup for the main planar antenna.,150,400,Coatl Aerospace,Yes,Yes,COMMS,Omni,1966,improvedComms,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,
ca_rtg2000,Pioneer SNAP-19 RTG,The SNAP-19 radioisotope thermoelectric generator as found on the Pioneer spacecraft. Developed by the Atomic Energy Commission (AEC).,11917,119170,Coatl Aerospace,Yes,Yes,NUCLEAR,RTG,1972,improvedRTG,06-STATION,,true,Pioneer 10,,,"50000,RTGlevel3",,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
ca_landv_cam_s1,Surveyor Landing Survey Camera,The main survey television camera of the Surveyor lander. The integrated mirror can be rotated by 360 degrees to create panoramas of the landing site.,1850,5500,Coatl Aerospace,Yes,Yes,SCIENCE,Surveyor Camera,1966,scienceAdvCapsules,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,
ca_ESM,Pioneer 10/11 Science Package,An integrated science package originally designed for the Pioneer 10 & 11 deep space probes. Includes a thermal control system with a thermal rejection capability of 50 Watts.,980,8100,Coatl Aerospace,Yes,No,SCIENCE,,1972,deepSpaceScience,06-STATION,Yes,false,Pioneer 10,,,,,,,,,,,,,,,,,,,,,,
ca_RM01,CAE-RM01 RCS Thruster Block,An RCS thruster block for attitude control of upper stages or medium - sized spacecraft.,400,2800,Coatl Aerospace,Yes,No,RCS,RCS,1961,stabilityRP0,03-HUMAN,,false,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,
dish_L,Voyager 1 & 2 Parabolic Antenna,The main parabolic telecommunications antenna of the Voyager spacecraft.,650,4500,Coatl Aerospace,Yes,No,COMMS,Dish,1977,deepSpaceComms,06-STATION,,false,Voyager,,,,,,,,,,,,,,,,,,,,,,
ca_RPWS,CA-RPWS Radio and Plasma Wave Science,"The Radio and Plasma Wave Science (RPWS) uses sensitive wideband electric/magnetic monopole and dipole antennae to receive low frequency radio transmissions caused by trapped charged particles (cyclotron waves), electrostatic discharges and whistlers (lighting) and thermal plasma. All these sources can be used to analyze the spectrum and type of the plasma, the electron density and distribution of the magnetospheres and the various lighting effects on the lower atmospheric layers.",500,10000,Coatl Aerospace,Yes,Yes,SCIENCE,RPWS,1961,scienceHuman,03-HUMAN,Yes,true,,,,,,,,,,,,,,MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
ca_ELIX,CA-ELIX Electrostatic & Ionization Experiment,"The ELIX is an electrostatic analyzer for analyzing the synthesis of charged particles. By employing electric and magnetic fields ELIX concentrates and separates the different particles by their mass and charge, allowing for very precise measurements of plasma density, velocity and distribution.",3250,4100,Coatl Aerospace,Yes,No,SCIENCE,Electrostatic & Ionization,1961,scienceHuman,03-HUMAN,Yes,false,Ranger Block 1,,,,,,,,,,,,,,,,,,,,,,
antenna_quetzal,CA-A06 Omnidirectional Antenna,A simple omnidirectional antenna. Can be used for short range telecommunications or as a backup medium gain antenna.,100,100,Coatl Aerospace,Yes,No,COMMS,Omni,1961,interplanetaryComms,03-HUMAN,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_vor_dish,CAE-102 Vorona Dish Antenna,"The Vorona dish has a powerful transmitter for its size, that should allow a fair bit of range in communication in the inner solar system; whether you want it to or not. (PART NOT SUPPORTED BY RP-0 OR RO)",500,1000,Coatl Aerospace,Yes,Yes,COMMS,Antenna,1975,deepSpaceComms,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_jib,Generic 0.5 kN Thruster,A generic mono/bipropellant rocket motor. Can be configured within a great range of propellants. Plume configured by RealPlume.,30,600,Coatl Aerospace,Yes,Yes,RCS,RCS Engine,1959,earlyFlightControl,02-SAT,,true,,,,,0.5 kN Thruster,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
ca_vor_tank,4MV-1/2 Spacecraft Bus Propellant Tank,The main pressurized propellant storage compartment of the 4MV-1/2 spacecraft bus.,100,500,Coatl Aerospace,Yes,Yes,MATERIALS,Fuel Tank,1975,materialsScienceSpaceStation,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
dish_deploy_S2,CA-AD1-R Folding Dish Antenna,"A medium gain directional antenna for short range, high bandwidth communications.",300,1000,Coatl Aerospace,Yes,No,COMMS,Dish,1964,improvedComms,04-ADV,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_rtg8200,GPHS-RTG,The General-Purpose Heat Source radioisotope thermoelectric generator as found on the Ulysses and the New Horizons spacecrafts.,13205,132050,Coatl Aerospace,Yes,Yes,NUCLEAR,RTG,1985,gphsRTG,07-SPCPLANES,,true,"Ulysses, New Horizons",,,"50000,RTGlevel5",GPHS-RTG,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
quetzal,Pioneer 10/11 Core,Avionics and control unit for the Pioneer deep space probes.,380,2500,Coatl Aerospace,Yes,No,AVIONICS,Probe,1972,advancedAvionics,06-STATION,,false,Pioneer 10,,,,,,,,,,,,,,,,,,,,,,
ca_rw_small,RW4 Radial Reaction Wheel,High performance reaction wheels for precision spacecraft attitude control.,60,400,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,1963,improvedFlightControl,03-HUMAN,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_barometer,CA-SC102 Barometer,The SC102 measures the local atmospheric pressure.,1,1,Coatl Aerospace,Yes,Yes,SCIENCE,Barometer,0,unlockParts,00-START,,true,,,,1,Barometer,,,,,,,,,MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
ca_lahar,R-40 Series,"A bipropellant rocket motor burning either MMH and MON3 (R-40A/B and R-42) or Hydrazine and MON3 (R-42DM). Used for attitude control, orbital insertion or as an apogee motor. Plume configured by RealPlume.",220,300,Coatl Aerospace,Yes,No,RCS,,1981,largeSpaceplaneControl,07-SPCPLANES,,false,Shuttle,R40,,,R-40,,,,,,,,,,,,,,,,,,
ca_RM03,CAE-RM03 RCS Thruster Block,An RCS thruster block for attitude control of upper stages or medium - sized spacecraft.,400,2800,Coatl Aerospace,Yes,No,RCS,RCS,1963,improvedFlightControl,03-HUMAN,,false,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,
ca_rw_xsmall,RW1 Radial Reaction Wheel,High performance reaction wheels for precision spacecraft attitude control.,90,1300,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,1963,improvedFlightControl,03-HUMAN,,false,,,,,,,,,,,,,,,,,,,,,,,
sp_maven,MAVEN Solar Array Wing (SAW),A solar array wing used on the Mars Atmosphere and Volatile EvolutioN (MAVEN) spacecraft. Includes a three - axis magnetometer. 12 m2.,1480,12800,Coatl Aerospace,Yes,No,POWER,Solar,2013,modernPower,10-COMM,,false,MAVEN,,,,,,,,,,,,,,,,,,,,,,
dish_tatsujin,MAVEN Parabolic Antenna,The main parabolic telecommunications antenna of the the Mars Atmosphere and Volatile EvolutioN (MAVEN) spacecraft.,850,15500,Coatl Aerospace,Yes,No,COMMS,Dish,2013,modernComms,10-COMM,,false,MAVEN,,,,,,,,,,,,,,,,,,,,,,
ca_louver_s,CA-TCL4 Thermal Control Louver,Thermal Control Louvers are heat control systems that can expel heat by exposing cooling fins and a radiator. Toggle the vents open to release heat from the spacecraft. This is the standard size system with a rated heat rejection capability of 40 Watts.,30,600,Coatl Aerospace,Yes,No,POWER,Radiator,1964,improvedPower,04-ADV,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_LUV,CA-IUVS Imaging Ultraviolet Spectrometer,"IUVS (Imaging Ultraviolet Spectrometer) images the lower part of the UV spectrum. By doing so it can measure the global characteristics of the upper atmospheric and ionospheric layers, providing information about the synthesis, the morphology and the interactions between the solar wind and the atmosphere.",2900,6500,Coatl Aerospace,Yes,No,SCIENCE,UV Imaging,1964,scienceAdvCapsules,04-ADV,Yes,false,,,,,,,,,,,,,,,,,,,,,,,
sp_mariner_b,CA-E100-SPV 1x2 Solar Panel,"A solar array wing, similar to the one used by the Mariner Mars spacecrafts. Includes Solar Pressure Vanes for finer attitude control. 2.34 m2.",370,2100,Coatl Aerospace,Yes,No,POWER,Solar,1964,improvedPower,04-ADV,,false,Mariner 4,,,,,,,,,,,,,,,,,,,,,,
