Name,Title,Description,MOD,Cost,EntryCost,CATEGORY,INFO,Year,Tech,ERA,RO,RP-0,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECMS,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,Reentry,Toxic,Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
bluedog_atlas1ShortTank,Atlas Fuel Tank (Short),Short fuel tank for the Atlas launch vehicle.,Bluedog DB,132,5000,MATERIALS,,1960,materialsScienceSatellite,00-START,Yes,Yes,,TRUE,Atlas,,,,,,,,,,,,,,,,,,,,,,
bluedog_LR87_mod1,LR87 Series,"The main engine block for the Titan II/III/IV launch vehicles, with thrust plate. 1.93 O/F Ratio.",Bluedog DB,500,10000,ORBITAL,,1959,orbitalRocketry1959,02-SAT,Yes,Yes,,TRUE,,LR87,,LR87-AJ-3,LR87,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Atlas_LR101_Radial,LR101 Series,"Pump or pressure-fed kerolox vernier engine. Used for attitude control and final velocity adjustment in the MA-x system (2x LR89 + LR105 + 2x LR101) on Atlas, and MB-x system (LR79 or RS-27 + 2xLR101) on Thor-Able / Thor-Agena / Thor-Delta / Delta. Plume configured by RealPlume.",Bluedog DB,15,1000,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,Atlas,LR101,,LR101-NA-3,LR101,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Atlas_LR105,LR105 Series,"Kerolox gas-generator sustainer engine used in the Atlas launch vehicle. It, like the Atlas's booster engines (LR89s) are lit on the ground, but after a bit over 2 minutes' flight the boosters are dropped and the Atlas core continues to orbit under the power of the sustainer engine (and the verniers for roll control and final adjustment). The final configuration of the LR105 (like the LR89) uses RS-27 components for increased performance. As a sustainer engine, the LR105 has relatively poor sea level specific impulse compared to most boosters, but somewhat better vacuum specific impulse--though the difference in both is nowhere near as pronounced as when comparing a booster to an upper stage engine. Diameter: [1.5 m]. Plume configured by RealPlume.",Bluedog DB,275,5500,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,Atlas,LR105,,LR43-NA-3,LR105,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Atlas_LR89,LR89 Series,Kerolox gas-generator engine that served as booster for Atlas. Late model LR89s were upgraded with RS-27 components for higher efficiency. Very similar to LR79 (this was the pure-booster variant). Diameter: [1.0 m]. Plume configured by RealPlume.,Bluedog DB,300,6000,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,Atlas,LR89,,LR43-NA-3,LR89,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Juno_EngineS3D,S-3D Liquid Engine,,Bluedog DB,300,13000,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,Thor,LR79,,S-3,LR79,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_thorEngine,Thor/Delta LR-79,,Bluedog DB,300,13000,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,Thor,LR79,,S-3,LR79,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_vanguardEngine,Vanguard X-405,First stage engine used on the Vanguard launch vehicle. Plume configured by RealPlume.,Bluedog DB,400,12000,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,Vanguard,X405,,X-405,X405,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Pioneer1,Pioneer 1 Probe,"The first spacecraft launched by NASA, in 1958. It was supposed to do a Moon flyby, but its rocket underperformed and it reentered the atmosphere two days after launch.",Bluedog DB,170,3400,AVIONICS,Probe,1958,earlyAvionics,02-SAT,Yes,Yes,,TRUE,Pioneer 1,,,,Pioneer 1,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
bluedog_atlas1MediumTank,Atlas Fuel Tank (Medium),Medium fuel tank for the Atlas launch vehicle.,Bluedog DB,269,37000,MATERIALS,,1960,materialsScienceSatellite,00-START,Yes,Yes,,TRUE,Atlas,,,,,,,,,,,,,,,,,,,,,,
bluedog_star37,Star 37FM,"The STAR 37 is a vacuum solid rocket motor, originally developed for the Surveyor lunar lander program as a braking stage. Later variants were used exclusively as apogee kick stages. Diameter: 0.93 m. Plume configured by RealPlume.",Bluedog DB,180,3600,SOLID,,1966,solids1966,04-ADV,Yes,Yes,,TRUE,,Star-37FM,,STAR-37FM,Star-37,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_explorer7probe,Explorer 7 Probe,"A 1959 satellite designed to measure fluxes of solar x-rays, hydrogen spectral lines and cosmic rays, as well as collect micrometeorite impact data.",Bluedog DB,220,4400,AVIONICS,Probe,1959,basicAvionics,02-SAT,Yes,Yes,,TRUE,Explorer 7,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
bluedog_Diamant_Rubis,P0.68,3rd stage of Diamant rockets. This is the somewhat larger version used in B and BP4 variants. Diameter: [0.80 m].,Bluedog DB,200,10000,SOLID,,1965,solids1964,04-ADV,Yes,No,,FALSE,Diamant B,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Diamant_Topaze,P2.2 (Topaze),Second stage of Diamant-A and -B rockets. Four vectorable nozzles provided roll control as well. Diameter: [0.85 m].,Bluedog DB,200,10000,SOLID,,1965,solids1964,04-ADV,Yes,No,,FALSE,Diamant,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Diamant_Rita,P4 (Rita 1),"French solid motor, used in a submarine-launched missile and flown as the second stage of Diamant-BP4 rockets in 1975. Diameter: [1.50 m].",Bluedog DB,200,10000,SOLID,,1965,solids1964,04-ADV,Yes,no,,FALSE,Diamant,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Titan_SRBnose,Titan SRM nosecone,,Bluedog DB,50,200,SOLID,,1965,solids1964,04-ADV,Yes,Yes,,TRUE,Titan III,,,,,,,,,,,,,,,,,,,,,,
bluedog_Titan_SRBseparator,Titan SRM separation motor,Lower separation motor for Titan solids.,Bluedog DB,50,200,SOLID,,1965,solids1964,04-ADV,Yes,Yes,,TRUE,Titan III,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Diamant_Vexin,,,Bluedog DB,500,8000,ORBITAL,,1964,orbitalRocketry1964,04-ADV,Yes,No,,FALSE,Diamant,Vexin,,Vesta_sounding_rocket,,,,,,,,,,,,,,,,,,,
bluedog_Titan_SRB5segStack,UA1205,"Strap-on booster for Titan IIIC, IIID, IIIE, proposed for Saturn IB derivatives. Burn time 115s. This is the (never flown, but proposed) inline version with two TVC tanks. Diameter: [3.05 m].",Bluedog DB,5320,106400,SOLID,,1965,solids1964,04-ADV,Yes,Yes,,TRUE,UA1205,UA1205,,UA1205,UA1205,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Diamant_Asterix,Asterix Probe,"France's first satellite attained orbit in 1965. It was originally designated A-1, but later renamed after the popular comic character.",Bluedog DB,,,AVIONICS,Probe,1965,matureAvionics,04-ADV,Yes,No,,FALSE,Asterix,,,,,,,,,,,,,,,,,,,,,,
bluedog_Apollo_Block2_ServiceEngine,AJ10-137 (Service Propulsion System),"The Aerojet AJ10-137 rocket engine used on the Apollo Service Module as the Service Propulsion System. Diameter: [2.6 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",Bluedog DB,700,24500,ORBITAL,,1968,orbitalRocketry1967,05-LUNAR,Yes,Yes,,TRUE,Apollo,AJ10_137,,AJ10-137,AJ10-137,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,MODULE  {  name = ModuleTagToxic  },,,,,,
bluedog_Apollo_Block2_ActiveDockingMechanism,Apollo 0.625m Docking Mechanism (Active),"Once soft docking is achieved and the vessels properly aligned, retract the probe to hard dock and establish a solid connection. IT WILL ONLY WORK WITH THE Apollo 0.625m Docking Mechanism (Passive).",Bluedog DB,2000,70000,COMMAND,Docking,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
bluedog_Apollo_Block2_Heatshield,Apollo 2.5m Heat Shield,"Large 2.5m structural heatshield for Apollo CSM. It is very thick in order to withstand the intense heat of lunar reentries. Remove some of the ablator for low orbital missions, to save weight. The structure itself is lighter as well, at the cost of removing the jettison hardware. Make sure your parachutes can stop the weight of the capsule and the heatshield.",Bluedog DB,3000,35000,COMMAND,Heat Shield,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
bluedog_Apollo_Block2_Capsule,Apollo Command Module,The module that was used to transport astronauts to the Moon. Room for three crew.,Bluedog DB,9000,350000,COMMAND,Command Module,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,Apollo CM,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
bluedog_Apollo_Block2_Decoupler,Apollo Command/Service Module Decoupler,This is used to decouple the Command Module from the Service Module prior to reentry.,Bluedog DB,200,7000,COMMAND,Decoupler,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Apollo_Block2_DockingLight,Apollo EVA / Docking Light,This light (traditionally mounted to the decoupler ring on the Apollo CSM) swings out to provide illumination for docking/berthing operations and to aid astronauts on EVAs.,Bluedog DB,5,100,COMMAND,CM Parts,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Apollo_Block2_HGA,Apollo High Gain Antenna,A collapsable relay antenna consisting of four high gain dishes. Intended to be placed on the mounting bracket of the Apollo Service Engine.,Bluedog DB,1000,35000,COMMAND,Antenna,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
bluedog_Titan_SRB5seg,UA1205,"Strap-on booster for Titan IIIC, IIID, IIIE, proposed for Saturn IB derivatives. Burn time 115s. Diameter: [3.05 m]. Plume configured by RealPlume.",Bluedog DB,5320,106400,SOLID,,1965,solids1964,04-ADV,Yes,Yes,,TRUE,UA1205,UA1205,,UA1205,UA1205,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Soltan_Inline,100-Inch SRM (inline),"Inline version of the 3-segment motor designed for a solid-augmented Titan II around 1961. Four test firings were made, of which two ended with the nozzle disintegrating. Burn time roughly 80 seconds. Diameter: [2.54 m].",Bluedog DB,5315,106300,SOLID,,1962,solids1962,03-HUMAN,Yes,Yes,,TRUE,Titan II (1961?),,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_LR91_mod1,LR91 Series,The LR91 powered the second stage of Titan launchers. Exhaust from the gas generator provided roll control. Diameter: [2.9 m]. Plume configured by RealPlume.,Bluedog DB,250,5000,ORBITAL,,1959,orbitalRocketry1959,02-SAT,Yes,Yes,,TRUE,Titan,LR91,,LR91-AJ-3,LR91,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_LR91_mod2,LR91 Series,The LR91 powered the second stage of Titan launchers. Exhaust from the gas generator provided roll control. Diameter: [2.9 m]. Plume configured by RealPlume.,Bluedog DB,250,5000,ORBITAL,,1959,orbitalRocketry1959,02-SAT,Yes,Yes,,TRUE,Titan,LR91,,LR91-AJ-3,LR91,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_agenaLongWhiteTank,Agena-B Fuel Tank,Fuel tank for the Agena-B Upper Stage.,Bluedog DB,31,620,MATERIALS,Fuel Tank,1960,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,Agena B,,,,,,,,,,,,,,,,,,,,,,
bluedog_rangerCore,Ranger Block I Core,Probe core used for early Ranger missions as well as (in stripped-down form)  the first Mariner missions.,Bluedog DB,1200,24000,AVIONICS,Probe,1961,interplanetaryProbes,03-HUMAN,Yes,Yes,,TRUE,Ranger Block 1,,,,Ranger,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
bluedog_ablestarEngine,AJ10 Series (Mid),"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This represents mid-period AJ10s with a nozzle extension and restart capability. Used on Thor-Ablestar and Delta E through Delta N. Plume configured by RealPlume.",Bluedog DB,250,5000,ORBITAL,,1961,orbitalRocketry1961,03-HUMAN,Yes,Yes,,TRUE,AJ10 (Mid),AJ10_Mid,,AJ10-104,AJ10 (Mid),,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
bluedog_Delta2_RS27,H-1/RS-27 Series,"The H-1 is an upgrade to the LR79 engine that propelled the Saturn-I and IB vehicles, as well as late-model Delta rockets (as the RS-27). The H-1/RS-27 are optimized for the first-stage main engine role. The RS-27A has a higher expansion ratio for increased performance at altitude since liftoff thrust on the Delta II is augmented by solid boosters and the core burns rather longer. Diameter: [1.0 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",Bluedog DB,200,4000,ORBITAL,,1961,orbitalRocketry1961,03-HUMAN,Yes,Yes,,TRUE,Saturn I (H-1),H1,,H-1-SaturnI,H-1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Diamant_Diapason,Diapason/Diadème Probe,The second French satellite was launched in 1966. It was attitude-stabilised by Earth's magnetic field and used for geodetic measurements. Two almost identical Diadème satellites followed a year later.,Bluedog DB,200,10000,AVIONICS,Probe,1966,matureAvionics,04-ADV,Yes,No,,FALSE,Diapason,,,,,,,,,,,,,,,,,,,,,,
bluedog_Soltan_Radial,100-Inch SRM,"3-segment motor designed for a solid-augmented Titan II around 1961. Four test firings were made, of which two ended with the nozzle disintegrating. Burn time roughly 80 seconds. Diameter: [2.54 m].",Bluedog DB,5315,106300,SOLID,,1962,solids1962,03-HUMAN,Yes,Yes,,TRUE,Titan II (1961?),,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Apollo_Block2_LES,Apollo Launch Escape System,"The Apollo launch escape system (LES) purpose was to abort the mission by pulling the Command Module (the crew cabin) away from the launch vehicle in an emergency, such as a pad fire before launch, guidance failure, or launch vehicle failure likely to lead to an imminent explosion.",Bluedog DB,5000,175000,COMMAND,LES,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,Apollo LES,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Soltan_SRBnose,100-Inch SRM nosecone,Nosecone and separation rocket for 100-inch solid motors. Diameter: [2.54 m].,Bluedog DB,50,200,SOLID,,1962,solids1962,03-HUMAN,Yes,Yes,,TRUE,Titan II (1961?),,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_AgenaD,Agena-D Flight Pack,Flight Pack RCS for Agena-D and BAC Model 8096/8247 engine.,Bluedog DB,300,6000,ORBITAL,Upper,1962,orbitalRocketry1962,03-HUMAN,Yes,Yes,,TRUE,Agena D,Agena,,,Agena-D SPS,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
bluedog_Castor30,Castor 30A,"The CASTOR 30 is a low cost, robust, state-of-the-art upper stage motor. This development motor is nominally designed as an upper stage that can function as a second or third stage depending on the vehicle configuration. The design of the  CASTOR 30 uses all flight proven technology and materials. Plume configured by RealPlume.",Bluedog DB,420,15000,SOLID,,2013,solids2009,10-COMM,Yes,Yes,,TRUE,Castor 30A,Castor-30A,,Castor-30A,Castor 30A,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_agenaSecondaryEngine,Agena-D Secondary Propulsion System,SPS for Agena-D.,Bluedog DB,50,1000,RCS,RCS Engine,1962,stabilityRP0,03-HUMAN,Yes,Yes,,TRUE,Agena D,AgenaSPS,,,,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
bluedog_rl10,RL10 Series Vacuum Engine,"Hydrolox restartable expander-cycle vacuum engine used in multiple upper stages, including Centaur, the Saturn I S-IV, and the Delta Cryogenic Second Stage. It has low thrust, but very high specific impulse and low mass, making it ideal for high energy, beyond-low-Earth-orbit applications like launching satellites to geostationary transfer orbits or to the Moon or other planets. However, like all hydrolox engines, hydrogen boiloff is a serious issue without heat pumps or radiators. Diameter: [0.92 m]. Plume configured by RealPlume.",Bluedog DB,1300,60000,HYDROLOX,,1962,prototypeHydrolox,03-HUMAN,Yes,Yes,,TRUE,Centaur,RL10,,RL10A-1,RL10,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
bluedog_Titan_SRB2seg,UA1204,,Bluedog DB,5320,106400,SOLID,,1962,solids1962,03-HUMAN,Yes,Yes,,TRUE,,UA1204,,,UA1204,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Titan_TranstageEngine,AJ10-138,,Bluedog DB,2150,43000,ORBITAL,,1964,orbitalRocketry1964,04-ADV,Yes,Yes,,TRUE,,AJ10_138,,AJ10-138,AJ10-138,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
bluedog_Saturn_S4_InstrumentUnit,Saturn I Instrument Unit,Guidance ring used for early Saturn I launches.,Bluedog DB,1500,30000,AVIONICS,Avionics,1961,interplanetaryProbes,03-HUMAN,Yes,Yes,,TRUE,Saturn I,,,,Saturn I Instrument,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
KIWIA24,"LV-NKA24 ""KIWI A24"" Atomic Rocket Motor",,Bornholio Nuclear,769,15377,NTR,Nuclear Engine,1967,prototypeNuclearPropulsion,05-LUNAR,Yes,Yes,,TRUE,,KIWIA24,,KIWIA24-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
SNTPPFE100,"LV-NSNTP-PFE100 ""Partial Flow Expander Cycle Space Nuclear Thermal Propulsion"" Atomic Rocket Motor",,Bornholio Nuclear,6751,135017,NTR,Nuclear Engine,1998,advancedNuclearPropulsion,09-INTL,Yes,Yes,,TRUE,,SNTPPFE100,,SNTPPFE100-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
RD0410MID,"RD-0410 NTR ""RD-0410 46"" Atomic Rocket Motor",,Bornholio Nuclear,433,8653,NTR,Nuclear Engine,1986,improvedNuclearPropulsion,08-LONGTERM,Yes,Yes,,TRUE,,RD0410MID,,RD-0410MID-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
NERVA_NRX,"LV-NRX50 ""NERVA NRX 50"" Atomic Rocket Motor",,Bornholio Nuclear,1657,33146,NTR,Nuclear Engine,1972,earlyNuclearPropulsion,06-STATION,Yes,Yes,,TRUE,,NERVA_NRX,,NERVA_NRX-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
Phoebus1N50,"LV-NPO50 ""Pheobus One 50"" Atomic Rocket Motor",,Bornholio Nuclear,1988,39768,NTR,Nuclear Engine,1972,earlyNuclearPropulsion,06-STATION,Yes,Yes,,TRUE,,Phoebus1N50,,Phoebus1N50-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
NERVA_XE,"LV-NXE100 ""NERVA XE 100"" Atomic Rocket Motor",,Bornholio Nuclear,1969,39375,NTR,Nuclear Engine,1972,earlyNuclearPropulsion,06-STATION,Yes,Yes,,TRUE,,NERVA_XE,,NERVA_XE-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
PEWEE100,"LV-NPW100 ""Pewee 100"" Atomic Rocket Motor",,Bornholio Nuclear,673,13468,NTR,Nuclear Engine,1981,basicNuclearPropulsion,07-SPCPLANES,Yes,Yes,,TRUE,,PEWEE100,,PEWEE100-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
KIWIB48,"LV-NKB48 ""KIWI B48"" Atomic Rocket Motor",,Bornholio Nuclear,1646,32913,NTR,Nuclear Engine,1967,prototypeNuclearPropulsion,05-LUNAR,Yes,Yes,,TRUE,,KIWIB48,,KIWIB48-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
Phoebus2N100,"LV-NPT100 ""Pheobus Two 100"" Atomic Rocket Motor",,Bornholio Nuclear,6628,132559,NTR,Nuclear Engine,1981,basicNuclearPropulsion,07-SPCPLANES,Yes,Yes,,TRUE,,Phoebus2N100,,Phoebus2N100-Hydrogen,,,,,,,,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
